0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.45970	-0.84148	0.00000	0.75970	-0.84148
0.20000	0.25239	-0.81591	0.00000	0.55239	-0.81591
0.40000	0.07331	-0.73064	0.00000	0.37331	-0.73064
0.60000	-0.06034	-0.60139	0.00000	0.23966	-0.60139
0.80000	-0.13875	-0.44856	0.00000	0.16125	-0.44856
1.00000	-0.16063	-0.29403	0.00000	0.13937	-0.29403
1.20000	-0.13291	-0.15779	0.00000	0.16709	-0.15779
1.40000	-0.06929	-0.05499	0.00000	0.23071	-0.05499
1.60000	0.01229	0.00626	0.00000	0.31229	0.00626
1.80000	0.09288	0.02578	0.00000	0.39288	0.02578
2.00000	0.15564	0.01104	0.00000	0.45564	0.01104
2.20000	0.18874	-0.02452	0.00000	0.48874	-0.02452
2.40000	0.18731	-0.06399	0.00000	0.48731	-0.06399
2.60000	0.15411	-0.09013	0.00000	0.45411	-0.09013
2.80000	0.09911	-0.08855	0.00000	0.39911	-0.08855
3.00000	0.03762	-0.05036	0.00000	0.33762	-0.05036
3.20000	-0.01231	0.02604	0.00000	0.28769	0.02604
3.40000	-0.03312	0.13441	0.00000	0.26688	0.13441
3.60000	-0.01088	0.26143	0.00000	0.28912	0.26143
3.80000	0.06208	0.38863	0.00000	0.36208	0.38863
4.00000	0.18552	0.49528	0.00000	0.48552	0.49528
4.20000	0.35088	0.56165	0.00000	0.65088	0.56165
4.40000	0.54217	0.57226	0.00000	0.84217	0.57226
4.60000	0.73813	0.51853	0.00000	1.03813	0.51853
4.80000	0.91521	0.40038	0.00000	1.21521	0.40038
5.00000	1.05099	0.22663	0.00000	1.35099	0.22663
5.20000	1.12751	0.01396	0.00000	1.42751	0.01396
5.40000	1.13394	-0.21528	0.00000	1.43394	-0.21528
5.60000	1.06829	-0.43616	0.00000	1.36829	-0.43616
5.80000	0.93772	-0.62463	0.00000	1.23772	-0.62463
6.00000	0.75755	-0.76092	0.00000	1.05755	-0.76092
6.20000	0.54905	-0.83224	0.00000	0.84905	-0.83224
6.40000	0.38060	-0.94418	0.00000	0.68060	-0.94418
6.60000	0.20622	-1.11314	0.00000	0.50622	-1.11314
6.80000	-0.02116	-1.25819	0.00000	0.27884	-1.25819
7.00000	-0.29941	-1.35924	0.00000	0.00059	-1.35924
7.20000	-0.61826	-1.39638	0.00000	-0.31826	-1.39638
7.40000	-0.95957	-1.35321	0.00000	-0.65957	-1.35321
7.60000	-1.29892	-1.21977	0.00000	-0.99892	-1.21977
7.80000	-1.60829	-0.99489	0.00000	-1.30829	-0.99489
8.00000	-1.85945	-0.68715	0.00000	-1.55945	-0.68715
8.20000	-2.02761	-0.31470	0.00000	-1.72761	-0.31470
8.40000	-2.09473	0.09648	0.00000	-1.79473	0.09648
8.60000	-2.05206	0.51530	0.00000	-1.75206	0.51530
8.80000	-1.90138	0.90917	0.00000	-1.60138	0.90917
9.00000	-1.65501	1.24780	0.00000	-1.35501	1.24780
9.20000	-1.33423	1.50667	0.00000	-1.03423	1.50667
9.40000	-0.96669	1.66982	0.00000	-0.66669	1.66982
9.60000	-0.58292	1.73130	0.00000	-0.28292	1.73130
9.80000	-0.21265	1.69538	0.00000	0.08735	1.69538
10.00000	0.11872	1.57528	0.00000	0.41872	1.57528
10.20000	0.39274	1.39080	0.00000	0.69274	1.39080
10.40000	0.59953	1.16516	0.00000	0.89953	1.16516
10.60000	0.73797	0.92156	0.00000	1.03797	0.92156
10.80000	0.81464	0.68002	0.00000	1.11464	0.68002
11.00000	0.84163	0.45496	0.00000	1.14163	0.45496
11.20000	0.83372	0.25386	0.00000	1.13372	0.25386
11.40000	0.80519	0.07719	0.00000	1.10519	0.07719
11.60000	0.76714	-0.08041	0.00000	1.06714	-0.08041
11.80000	0.72543	-0.22793	0.00000	1.02543	-0.22793
12.00000	0.67976	-0.37528	0.00000	0.97976	-0.37528
12.20000	0.62401	-0.53034	0.00000	0.92401	-0.53034
12.40000	0.54772	-0.69653	0.00000	0.84772	-0.69653
12.60000	0.43114	-0.85646	0.00000	0.73114	-0.85646
12.80000	0.25240	-0.92504	0.00000	0.55240	-0.92504
13.00000	0.06359	-0.95675	0.00000	0.36359	-0.95675
