0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.45970	-0.84148	0.00000	0.75970	-0.84148
0.50000	-0.00000	-0.67031	0.00000	0.30000	-0.67031
1.00000	-0.16063	-0.29403	0.00000	0.13937	-0.29403
1.50000	-0.02955	-0.01897	0.00000	0.27045	-0.01897
2.00000	0.15564	0.01104	0.00000	0.45564	0.01104
2.50000	0.17421	-0.07973	0.00000	0.47421	-0.07973
3.00000	0.03762	-0.05036	0.00000	0.33762	-0.05036
3.50000	-0.02803	0.19665	0.00000	0.27197	0.19665
4.00000	0.18552	0.49528	0.00000	0.48552	0.49528
4.50000	0.64102	0.55365	0.00000	0.94102	0.55365
5.00000	1.05099	0.22663	0.00000	1.35099	0.22663
5.50000	1.10989	-0.32833	0.00000	1.40989	-0.32833
6.00000	0.75755	-0.76092	0.00000	1.05755	-0.76092
6.50000	0.29987	-1.03047	0.00000	0.59987	-1.03047
7.00000	-0.29941	-1.35924	0.00000	0.00059	-1.35924
7.50000	-1.13119	-1.29807	0.00000	-0.83119	-1.29807
8.00000	-1.85945	-0.68715	0.00000	-1.55945	-0.68715
8.50000	-2.08726	0.30698	0.00000	-1.78726	0.30698
9.00000	-1.65501	1.24780	0.00000	-1.35501	1.24780
9.50000	-0.77491	1.71323	0.00000	-0.47491	1.71323
10.00000	0.11872	1.57528	0.00000	0.41872	1.57528
10.50000	0.67704	1.04424	0.00000	0.97704	1.04424
11.00000	0.84163	0.45496	0.00000	1.14163	0.45496
11.50000	0.78685	-0.00349	0.00000	1.08685	-0.00349
12.00000	0.67976	-0.37528	0.00000	0.97976	-0.37528
12.50000	0.49800	-0.78320	0.00000	0.79800	-0.78320
