0.000000	1.000000	0.628319	-0.459698	0.841481	0.628319
1.000000	1.000000	0.628319	0.459698	0.841476	0.628319
2.000000	1.000000	0.628319	0.956449	0.067826	0.628319
3.000000	1.000000	0.628319	0.573846	-0.768177	0.628319
4.000000	1.000000	0.628319	-0.336349	-0.897923	0.628319
5.000000	1.000000	0.628319	-0.937306	-0.202119	0.628319
6.000000	1.000000	0.628319	-0.676508	0.679518	0.628319
7.000000	1.000000	0.628319	0.206268	0.936410	0.628319
8.000000	1.000000	0.628319	0.899402	0.332370	0.628319
9.000000	1.000000	0.628319	0.765630	-0.577249	0.628319
10.000000	1.000000	-0.628319	-0.072059	-0.956148	-0.628319
11.000000	1.000000	-0.628319	-0.843497	-0.455969	-0.628319
12.000000	1.000000	-0.628319	-0.839428	0.463426	-0.628319
13.000000	1.000000	-0.628319	-0.063593	0.956749	-0.628319
14.000000	1.000000	-0.628319	0.770710	0.570442	-0.628319
15.000000	1.000000	-0.628319	0.896425	-0.340327	-0.628319
16.000000	1.000000	-0.628319	0.197972	-0.938201	-0.628319
17.000000	1.000000	-0.628319	-0.682496	-0.673497	-0.628319
18.000000	1.000000	-0.628319	-0.935480	0.210417	-0.628319
19.000000	1.000000	-0.628319	-0.328388	0.900874	-0.628319
20.000000	1.000000	-0.628319	0.580623	0.763072	-0.628319
