0.000000	1.000000	0.628319	-0.459698	0.841481	0.628319
1.000000	1.000000	0.628319	0.943229	1.325007	1.256637
2.000000	1.000000	0.628319	1.037540	0.148917	1.256637
3.000000	1.000000	0.628319	0.022827	-1.319197	1.256637
4.000000	1.000000	0.628319	0.041170	-0.520403	1.256637
5.000000	1.000000	0.628319	-0.700497	0.034690	1.256637
6.000000	1.000000	0.628319	-1.251133	0.104894	1.256637
7.000000	1.000000	0.628319	0.447707	1.177849	1.256637
8.000000	1.000000	0.628319	1.273070	0.706038	1.256637
9.000000	1.000000	0.628319	0.213181	-1.129698	1.256637
10.000000	1.000000	0.628319	0.014065	-0.870024	1.256637
11.000000	1.000000	0.628319	-0.362736	0.024792	1.256637
12.000000	1.000000	0.628319	-1.325694	-0.022840	1.256637
13.000000	1.000000	0.628319	-0.139646	0.880696	1.256637
14.000000	1.000000	0.628319	1.320266	1.119998	1.256637
15.000000	1.000000	0.628319	0.515078	-0.721674	1.256637
16.000000	1.000000	0.628319	-0.034200	-1.170372	1.256637
17.000000	1.000000	0.628319	-0.107922	-0.098923	1.256637
18.000000	1.000000	0.628319	-1.181531	-0.035634	1.256637
19.000000	1.000000	0.628319	-0.698183	0.531079	1.256637
20.000000	1.000000	0.628319	1.134444	1.316893	1.256637
